step,time,minutes_from_start,CGM,basal_rate,bolus,IOB,IOB_Model,CHO,aggression,trend_mgdl_min,target,filtered_cgm,predicted_cgm
0,2025-01-01 00:00,0.0,171.6,0.05,0.0,0.0,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.0,120.0,165.3221357521903,171.63059010002047
0,2025-01-01 00:03,3.0,171.6,0.05,0.0,0.05,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.0,120.0,168.1823508464076,171.59941417134678
0,2025-01-01 00:06,6.0,171.0,0.05,0.0,0.1,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.113,120.0,169.14759277079057,167.65864778812457
0,2025-01-01 00:09,9.0,168.8,0.05,0.0,0.15,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.307,120.0,169.14939922736448,160.16534514571399
0,2025-01-01 00:12,12.0,165.5,0.03,0.0,0.2,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.6,-0.502,120.0,168.38711182470234,151.62781693658525
0,2025-01-01 00:15,15.0,161.6,0.03,0.0,0.23,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.6,-0.674,120.0,166.90546348094836,143.06926562891326
0,2025-01-01 00:18,18.0,157.4,0.0299,0.0,0.259,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.598,-0.977,120.0,164.7428832907317,129.32088490419534
0,2025-01-01 00:21,21.0,153.3,0.0,0.0,0.289,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.203,120.0,162.00557249374327,117.8173901276775
0,2025-01-01 00:24,24.0,149.9,0.0,0.0,0.289,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.287,120.0,158.89731877645627,111.12975060105964
0,2025-01-01 00:27,27.0,147.4,0.0,0.0,0.288,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.233,120.0,155.70511112369263,109.60724195241119
0,2025-01-01 00:30,30.0,146.1,0.0,0.0,0.288,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.053,120.0,152.72619649571942,113.13283552089251
0,2025-01-01 00:33,33.0,145.8,0.0,0.0,0.287,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.782,120.0,150.1769043071368,120.67113307019142
0,2025-01-01 00:36,36.0,146.2,0.05741,0.0,0.286,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.148,-0.469,120.0,148.17705794335535,130.5395907726181
0,2025-01-01 00:39,39.0,147.2,0.0577,0.0,0.343,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.154,-0.166,120.0,146.7628358477792,140.87159982791025
0,2025-01-01 00:42,42.0,148.5,0.05761,0.0,0.4,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.152,0.086,120.0,145.90439842460668,150.08021945327164
0,2025-01-01 00:45,45.0,149.9,0.05758,0.0,0.456,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.152,0.266,120.0,145.52360184247004,157.2414636273752
0,2025-01-01 00:48,48.0,151.1,0.05765,0.0,0.513,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.153,0.371,120.0,145.5089768481569,162.03229282973308
0,2025-01-01 00:51,51.0,152.0,0.05784,0.0,0.569,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.157,0.403,120.0,145.72646866173255,164.25378915020787
0,2025-01-01 00:54,54.0,152.4,0.05845,0.0,0.625,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.169,0.361,120.0,146.02682646518642,163.70861655593148
0,2025-01-01 00:57,57.0,152.0,0.05912,0.0,0.682,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.182,0.247,120.0,146.2561559758034,160.25679493928664
0,2025-01-01 01:00,60.0,150.8,0.05986,0.0,0.739,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.197,0.074,120.0,146.2908527436718,154.1581659770137
0,2025-01-01 01:03,63.0,149.2,0.05,0.0,0.797,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.128,120.0,146.07998556752625,146.46987744475075
0,2025-01-01 01:06,66.0,147.5,0.05,0.0,0.845,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.316,120.0,145.64093688884404,138.8147487396281
0,2025-01-01 01:09,69.0,146.0,0.00246,0.0,0.892,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.049,-0.445,120.0,145.0456036973752,132.97727617861324
0,2025-01-01 01:12,72.0,145.1,0.00243,0.0,0.892,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.049,-0.481,120.0,144.40452750567167,130.43481085549797
0,2025-01-01 01:15,75.0,144.9,0.00248,0.0,0.891,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.05,-0.416,120.0,143.829260815578,131.66825436907777
0,2025-01-01 01:18,78.0,145.1,0.05,0.0,0.89,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.28,120.0,143.38756874261168,135.81231763144635
0,2025-01-01 01:21,81.0,145.7,0.05,0.0,0.937,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.117,120.0,143.10141851006946,141.31511036036713
0,2025-01-01 01:24,84.0,146.2,0.05,0.0,0.983,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.026,120.0,142.95476664244975,146.45866004481317
0,2025-01-01 01:27,87.0,146.6,0.05,0.0,1.029,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.113,120.0,142.9022511841342,149.81112117785864
0,2025-01-01 01:30,90.0,146.6,0.05,0.0,1.074,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.131,120.0,142.88861315990167,150.76022603480916
0,2025-01-01 01:33,93.0,146.5,0.05,0.0,1.119,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.095,120.0,142.87214547256065,149.67128052655826
0,2025-01-01 01:36,96.0,146.1,0.05,0.0,1.164,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.028,120.0,142.82746084013806,147.3285273200396
0,2025-01-01 01:39,99.0,145.6,0.05,0.0,1.209,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.044,120.0,142.74313959416048,144.60568980502202
0,2025-01-01 01:42,102.0,145.1,0.01623,0.0,1.253,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.325,-0.103,120.0,142.61893615064412,142.22928448072017
0,2025-01-01 01:45,105.0,144.6,0.01617,0.0,1.263,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.323,-0.139,120.0,142.4590701366527,140.5239912685588
0,2025-01-01 01:48,108.0,144.1,0.01611,0.0,1.273,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.322,-0.159,120.0,142.26385399500055,139.36334974714347
0,2025-01-01 01:51,111.0,143.5,0.01605,0.0,1.282,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.321,-0.17,120.0,142.0284482312698,138.44740690305258
0,2025-01-01 01:54,114.0,142.8,0.016,0.0,1.29,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.32,-0.183,120.0,141.74346730687498,137.44279889666757
0,2025-01-01 01:57,117.0,142.0,0.01595,0.0,1.299,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.319,-0.203,120.0,141.39624538464028,136.07768068412926
0,2025-01-01 02:00,120.0,141.1,0.0159,0.0,1.307,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.318,-0.233,120.0,140.9756651278837,134.27299169723057
0,2025-01-01 02:03,123.0,140.1,0.01586,0.0,1.314,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.317,-0.269,120.0,140.47867667063153,132.2021427408615
0,2025-01-01 02:06,126.0,139.0,0.01582,0.0,1.321,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.316,-0.3,120.0,139.91098929393237,130.16282912847868
0,2025-01-01 02:09,129.0,138.1,0.01578,0.0,1.327,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.316,-0.321,120.0,139.28625596311312,128.48267280728476
0,2025-01-01 02:12,132.0,137.2,0.01574,0.0,1.334,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.315,-0.324,120.0,138.62536179404736,127.44582392745195
0,2025-01-01 02:15,135.0,136.6,0.01571,0.0,1.339,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.314,-0.305,120.0,137.9557929029738,127.2328422311215
0,2025-01-01 02:18,138.0,136.2,0.01568,0.0,1.344,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.314,-0.265,120.0,137.31106745661845,127.9310922583853
