step,time,minutes_from_start,CGM,basal_rate,bolus,IOB,IOB_Model,CHO,aggression,trend_mgdl_min,target,filtered_cgm,predicted_cgm
0,2025-01-01 00:00,0.0,161.6,0.05895,0.0,0.0,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.179,0.0,120.0,157.32455697277265,161.64059010002046
0,2025-01-01 00:03,3.0,161.6,0.05921,0.0,0.059,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.184,0.0,120.0,159.27698812769646,161.60941387277
0,2025-01-01 00:06,6.0,161.0,0.05929,0.0,0.118,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.186,-0.113,120.0,159.86945370089032,157.66855903248072
0,2025-01-01 00:09,9.0,158.8,0.05926,0.0,0.177,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.185,-0.307,120.0,159.6500422809509,150.17473476904678
0,2025-01-01 00:12,12.0,155.5,0.05226,0.0,0.236,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.045,-0.502,120.0,158.72958807123908,141.63540051270917
0,2025-01-01 00:15,15.0,151.6,0.04638,0.0,0.289,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.928,-0.674,120.0,157.12367898415974,133.0723596336529
0,2025-01-01 00:18,18.0,147.4,0.0,0.0,0.335,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.978,120.0,154.85950432962548,119.31122578365796
0,2025-01-01 00:21,21.0,143.3,0.0,0.0,0.334,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.204,120.0,152.03795099942255,107.781229524288
0,2025-01-01 00:24,24.0,139.9,0.0,0.0,0.334,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.29,120.0,148.85901456552696,101.04592932749259
0,2025-01-01 00:27,27.0,137.4,0.0,0.0,0.333,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.237,120.0,145.60584879767205,99.4469347147932
0,2025-01-01 00:30,30.0,136.0,0.0,0.0,0.333,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.059,120.0,142.57155441807754,102.86074400607879
0,2025-01-01 00:33,33.0,135.6,0.0,0.0,0.332,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.792,120.0,139.96826590976968,110.24800070364896
0,2025-01-01 00:36,36.0,136.0,0.0,0.0,0.331,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.483,120.0,137.9119221498655,119.92548339919709
0,2025-01-01 00:39,39.0,136.9,0.05696,0.0,0.33,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.139,-0.185,120.0,136.4353913523825,130.02919999404915
0,2025-01-01 00:42,42.0,138.1,0.05681,0.0,0.386,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.136,0.062,120.0,135.5062260389226,138.9774268675927
0,2025-01-01 00:45,45.0,139.3,0.05712,0.0,0.442,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.142,0.236,120.0,135.04439733231237,145.85293606309486
0,2025-01-01 00:48,48.0,140.5,0.0575,0.0,0.497,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.15,0.336,120.0,134.93721806252762,150.339943208935
0,2025-01-01 00:51,51.0,141.2,0.05769,0.0,0.553,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.154,0.362,120.0,135.04996088489085,152.24622828367657
0,2025-01-01 00:54,54.0,141.4,0.05827,0.0,0.609,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.165,0.315,120.0,135.2330860836072,151.37954681302156
0,2025-01-01 00:57,57.0,140.8,0.05893,0.0,0.666,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.179,0.197,120.0,135.33263249565533,147.6026242346765
0,2025-01-01 01:00,60.0,139.5,0.05964,0.0,0.723,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.193,0.019,120.0,135.2250145946438,141.17533378160593
0,2025-01-01 01:03,63.0,137.7,0.05,0.0,0.78,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.187,120.0,134.8593043547774,133.15250270320797
0,2025-01-01 01:06,66.0,135.7,0.05,0.0,0.828,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.38,120.0,134.25280404983334,125.1530947265179
0,2025-01-01 01:09,69.0,134.0,0.0,0.0,0.875,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.513,120.0,133.47720866095258,118.95710464794752
0,2025-01-01 01:12,72.0,132.9,0.0,0.0,0.872,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.553,120.0,132.64272212512168,116.03742289062052
0,2025-01-01 01:15,75.0,132.4,0.0,0.0,0.869,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.493,120.0,131.86043341644069,116.87105317530478
0,2025-01-01 01:18,78.0,132.3,0.0,0.0,0.866,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.362,120.0,131.1975547487241,120.58988698886078
0,2025-01-01 01:21,81.0,132.6,0.05,0.0,0.862,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.205,120.0,130.6754790618353,125.64093235273349
0,2025-01-01 01:24,84.0,132.8,0.05,0.0,0.908,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.067,120.0,130.27765472837532,130.30744461833467
0,2025-01-01 01:27,87.0,132.8,0.05,0.0,0.954,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.014,120.0,129.9583644796338,133.1614252357469
0,2025-01-01 01:30,90.0,132.6,0.05,0.0,0.999,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.027,120.0,129.66221228087113,133.59677738299405
0,2025-01-01 01:33,93.0,132.0,0.05,0.0,1.045,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.014,120.0,129.34759513966827,131.98624425900968
0,2025-01-01 01:36,96.0,131.3,0.05,0.0,1.09,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.086,120.0,128.9894518089893,129.1212498206958
0,2025-01-01 01:39,99.0,130.4,0.05,0.0,1.134,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,-0.163,120.0,128.57686757960835,125.88112048917117
0,2025-01-01 01:42,102.0,129.5,0.0,0.0,1.178,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.225,120.0,128.1102302900447,122.99570209353085
0,2025-01-01 01:45,105.0,128.7,0.0,0.0,1.172,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.266,120.0,127.5944734622677,120.7907564451447
0,2025-01-01 01:48,108.0,127.7,0.0,0.0,1.166,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.288,120.0,127.03066495072758,119.13926391203333
0,2025-01-01 01:51,111.0,126.7,0.0,0.0,1.159,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.302,120.0,126.41474285589315,117.73996226575106
0,2025-01-01 01:54,114.0,125.7,0.0,0.0,1.152,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.316,120.0,125.73813339479072,116.25844893826367
0,2025-01-01 01:57,117.0,124.4,0.0,0.0,1.144,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.339,120.0,124.98905457671471,114.42307050029282
0,2025-01-01 02:00,120.0,123.1,0.0,0.0,1.137,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.37,120.0,124.15739181606097,112.15680159361892
0,2025-01-01 02:03,123.0,121.6,0.0,0.0,1.128,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.406,120.0,123.24125911680581,109.63701770532091
0,2025-01-01 02:06,126.0,120.2,0.0,0.0,1.12,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.439,120.0,122.2477211185681,107.16684547834132
0,2025-01-01 02:09,129.0,118.8,0.0,0.0,1.111,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.459,120.0,121.19199354250483,105.08000194784191
0,2025-01-01 02:12,132.0,117.6,0.0,0.0,1.102,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.461,120.0,120.0967333131896,103.66663322377369
0,2025-01-01 02:15,135.0,116.5,0.0,0.0,1.092,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.441,120.0,118.99139652993668,103.11268322875856
0,2025-01-01 02:18,138.0,115.7,0.0,0.0,1.082,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.398,120.0,117.91164849215787,103.51001343934757
0,2025-01-01 02:21,141.0,115.3,0.0,0.0,1.072,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.332,120.0,116.89881454979323,104.9309791405384
0,2025-01-01 02:24,144.0,115.3,0.0,0.0,1.061,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.242,120.0,115.99936401204356,107.44675734588043
0,2025-01-01 02:27,147.0,117.2,0.0,0.0,1.051,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.059,120.0,115.45396665814548,114.04091505615452
0,2025-01-01 02:30,150.0,121.5,0.05,0.0,1.039,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.278,120.0,115.5389415805996,127.36279595161795
0,2025-01-01 02:33,153.0,123.3,0.05,0.0,1.078,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.554,120.0,115.8721991416163,138.81477300962422
0,2025-01-01 02:36,156.0,122.9,0.05,0.0,1.116,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.632,120.0,116.1650782690224,142.92070340415796
0,2025-01-01 02:39,159.0,120.9,0.05,0.0,1.153,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,1.0,0.449,120.0,116.21491766922654,137.0220936159201
0,2025-01-01 02:42,162.0,117.8,0.0,0.0,1.19,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,0.01,120.0,115.89821825009643,120.97394059121565
0,2025-01-01 02:45,165.0,114.1,0.0,0.0,1.177,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.527,120.0,115.16429939022554,100.32247192179128
0,2025-01-01 02:48,168.0,110.3,0.0,0.0,1.164,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.9,120.0,114.02938960353245,84.4607069982724
0,2025-01-01 02:51,171.0,106.8,0.0,0.0,1.15,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.109,120.0,112.5711164703484,73.87127211968814
0,2025-01-01 02:54,174.0,104.1,0.0,0.0,1.135,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.154,120.0,110.92337426698137,69.03548631417922
0,2025-01-01 02:57,177.0,102.7,0.0,0.0,1.12,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-1.039,120.0,109.26430108830435,70.3228671467817
0,2025-01-01 03:00,180.0,102.7,0.0,0.0,1.105,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.784,120.0,107.76896984131936,77.36126468316805
0,2025-01-01 03:03,183.0,103.6,0.0,0.0,1.09,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.445,120.0,106.54413658839347,88.3161673658209
0,2025-01-01 03:06,186.0,104.9,0.0,0.0,1.074,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.102,120.0,105.61892913448862,100.32244049881056
0,2025-01-01 03:09,189.0,106.1,0.0,0.0,1.059,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,0.166,120.0,104.9509083688582,110.22158336532671
0,2025-01-01 03:12,192.0,106.6,0.0,0.0,1.043,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,0.292,120.0,104.43809921456982,115.396219753188
0,2025-01-01 03:15,195.0,106.2,0.0,0.0,1.028,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,0.264,120.0,103.96163832490456,114.92199024540066
0,2025-01-01 03:18,198.0,105.3,0.0,0.0,1.012,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,0.124,120.0,103.44397569092118,110.08748650237064
0,2025-01-01 03:21,201.0,104.2,0.0,0.0,0.996,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.061,120.0,102.85842942763996,103.26463123807463
0,2025-01-01 03:24,204.0,103.1,0.0,0.0,0.98,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.218,120.0,102.22529277972416,97.08160187972331
0,2025-01-01 03:27,207.0,102.5,0.0,0.0,0.964,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.292,120.0,101.60312172480403,93.70415739234954
0,2025-01-01 03:30,210.0,102.5,0.0,0.0,0.947,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.269,120.0,101.05559530259326,93.87429082052743
0,2025-01-01 03:33,213.0,102.6,0.0,0.0,0.931,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.183,120.0,100.60593776271378,96.50392140928606
0,2025-01-01 03:36,216.0,102.6,0.0,0.0,0.914,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.088,120.0,100.23000330396336,99.62887540105646
0,2025-01-01 03:39,219.0,102.2,0.0,0.0,0.896,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.04,120.0,99.86002195155295,101.08063359968942
0,2025-01-01 03:42,222.0,100.9,0.0,0.0,0.879,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.084,120.0,99.39342850439765,99.07822826868046
0,2025-01-01 03:45,225.0,98.8,0.0,0.0,0.862,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.227,120.0,98.72742749302485,93.10574983112264
0,2025-01-01 03:48,228.0,96.1,0.0,0.0,0.845,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.431,120.0,97.80666691123713,84.36418528193948
0,2025-01-01 03:51,231.0,93.2,0.0,0.0,0.828,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.641,120.0,96.63019571128862,74.93533803417718
0,2025-01-01 03:54,234.0,90.6,0.0,0.0,0.812,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.796,120.0,95.2471995638645,67.11588531764875
0,2025-01-01 03:57,237.0,88.6,0.0,0.0,0.795,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.85,120.0,93.75017515720074,62.83708164271311
0,2025-01-01 04:00,240.0,87.4,0.0,0.0,0.779,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.786,120.0,92.25469848541496,62.98337878126874
0,2025-01-01 04:03,243.0,87.0,0.0,0.0,0.763,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.621,120.0,90.87241890081611,67.1940978635022
0,2025-01-01 04:06,246.0,87.5,0.0,0.0,0.747,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.386,120.0,89.70554486766132,74.57801166240226
0,2025-01-01 04:09,249.0,88.9,0.0,0.0,0.731,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,-0.112,120.0,88.8473307789486,84.13096431497044
0,2025-01-01 04:12,252.0,91.2,0.0,0.0,0.716,ISO_FUZZY_NORMAL_ADOLESCENT,0.0,0.0,0.174,120.0,88.37915049279864,94.96528591009107
